weather.스,weather.stn_id,weather.pvn_nm,weather.bor_nm,weather.max_ta,weather.max_ws,weather.min_ta,weather.avg_ta,weather.avg_rhm,weather.avg_wa,weather.sum_rn
20181128,416,서울특별시,은평구,9.7,3.2,-2.1,1.6,NA,0.4,0
20181129,416,서울특별시,은평구,6.4,2.2,-3.1,0.9,NA,0.3,0
20181130,416,서울특별시,은평구,6.6,2.3,-5.8,-0.8,NA,0.4,0
20181201,416,서울특별시,은평구,11,1.8,-2.5,2,NA,0.3,0
20181202,416,서울특별시,은평구,13.4,2.2,-2,6.1,NA,0.5,0
20181203,416,서울특별시,은평구,15.3,4.5,7.7,13.3,NA,1.5,5.5
20181204,416,서울특별시,은평구,10.5,3.3,-2.2,5.9,NA,0.9,6
20181205,416,서울특별시,은평구,3.5,2.7,-6.6,-1.1,NA,0.5,0
20181206,416,서울특별시,은평구,6.5,4.4,-1.6,1.4,NA,1,0
20181207,416,서울특별시,은평구,-1.6,4.2,-11.3,-7.7,NA,1.9,0
20181208,416,서울특별시,은평구,-4.1,4,-12.8,-9.3,NA,1.3,0
20181209,416,서울특별시,은평구,-2.9,2.6,-15.5,-9.5,NA,0.5,0
20181210,416,서울특별시,은평구,4.3,2,-11.6,-5.1,NA,0.3,0
20181211,416,서울특별시,은평구,3.8,3.2,-5.3,-1.3,NA,0.3,0
20181212,416,서울특별시,은평구,1.6,2.3,-9.3,-5,NA,0.4,0
20181213,416,서울특별시,은평구,2.3,4.3,-10.2,-3.5,NA,0.8,0
20181214,416,서울특별시,은평구,-0.4,2,-13,-8,NA,0.4,0
20181215,416,서울특별시,은평구,2.9,1.9,-12.2,-5.5,NA,0.2,0
20181216,416,서울특별시,은평구,3.9,1.5,-6.2,-0.9,NA,0.4,0.5
20181217,416,서울특별시,은평구,5.7,2.6,-5.1,-1,NA,0.4,0.5
20181218,416,서울특별시,은평구,8,2.3,-7.1,0.2,NA,0.6,0
20181219,416,서울특별시,은평구,8.3,2.2,-3.9,0,NA,0.4,0
20181220,416,서울특별시,은평구,9,2.3,-5.1,-0.3,NA,0.3,0
20181221,416,서울특별시,은평구,10.1,2.1,-3.9,2.7,NA,0.3,0
20181222,416,서울특별시,은평구,10.3,2.2,-1.9,3,NA,0.4,0
20181223,416,서울특별시,은평구,7.4,4.4,-6,0.8,NA,1.1,0
20181224,416,서울특별시,은평구,2.5,2.1,-10,-5.5,NA,0.3,0
20181225,416,서울특별시,은평구,4.9,2.3,-8.4,-0.7,NA,0.5,0
20181226,416,서울특별시,은평구,1,3.5,-7.5,-2.9,NA,1.2,0
20181227,416,서울특별시,은평구,-6.8,4.1,-14,-10.5,NA,1.2,0
20181228,416,서울특별시,은평구,-6.7,3,-17.3,-12.8,NA,0.6,0
20181229,416,서울특별시,은평구,-3.4,4,-15.4,-9.8,NA,1,0
20181230,416,서울특별시,은평구,-1.7,2.2,-15.8,-10.4,NA,0.3,0
20181231,416,서울특별시,은평구,-0.5,2,-15,-8.9,NA,0.3,0
20160101,417,서울특별시,금천구,4.8,2.7,-2.5,2,NA,0.3,0
20160102,417,서울특별시,금천구,9.7,3.2,2.3,6.3,NA,1.6,0
20160103,417,서울특별시,금천구,8.8,2.3,5.7,6.9,NA,0.9,0
20160104,417,서울특별시,금천구,6.1,3.5,-2.1,2.7,NA,1.9,0
20160105,417,서울특별시,금천구,0.7,3.2,-3.4,-1.6,NA,1.8,0
20160106,417,서울특별시,금천구,2.3,3.3,-2.6,-0.5,NA,1.4,0
20160107,417,서울특별시,금천구,1.5,3.2,-5.1,-2.4,NA,1.5,0
20160108,417,서울특별시,금천구,0.6,3.3,-6.2,-2.5,NA,1.3,0
20160109,417,서울특별시,금천구,2.1,3.5,-4,-1.1,NA,1.2,0
20160110,417,서울특별시,금천구,2.6,3.3,-1.6,0.2,NA,1.5,0
20160111,417,서울특별시,금천구,-0.5,2.8,-4.8,-3.3,NA,1.2,0
20160112,417,서울특별시,금천구,-0.1,3.2,-7.4,-4.5,NA,1,0
20160113,417,서울특별시,금천구,0.2,3.5,-6.3,-3.5,NA,1.3,0
20160114,417,서울특별시,금천구,0.5,2.8,-7.1,-3.3,NA,1,0
20160115,417,서울특별시,금천구,4.9,2.3,-1.6,0.9,NA,0.7,0
20160116,417,서울특별시,금천구,5.1,3,-0.8,1.1,NA,1.5,0
20160117,417,서울특별시,금천구,4.6,3.2,-0.6,1.7,NA,1.3,0
20160118,417,서울특별시,금천구,0.9,6,-12.7,-6.3,NA,2.8,0
20160119,417,서울특별시,금천구,-8.1,4.9,-14.2,-11.7,NA,2.8,0
20160120,417,서울특별시,금천구,-5.5,2.7,-12.7,-9.5,NA,1.1,0
20160121,417,서울특별시,금천구,-1.9,2.7,-8.7,-6.3,NA,0.6,0
20160122,417,서울특별시,금천구,-4.4,3.2,-9.8,-6.9,NA,1.4,0
20160123,417,서울특별시,금천구,-7.4,5,-15.2,-10.8,NA,2.6,0
20160124,417,서울특별시,금천구,-10.6,3.9,-17.4,-13.9,NA,2.3,0
20160125,417,서울특별시,금천구,-3.4,3.1,-13,-8.4,NA,1.4,0
20160126,417,서울특별시,금천구,1.8,3.2,-6.9,-2.5,NA,1.2,0
20160127,417,서울특별시,금천구,3.5,3.1,-3,-0.3,NA,1.3,0
20160128,417,서울특별시,금천구,3.3,2.9,-3.9,0.6,NA,1.4,0
20160129,417,서울특별시,금천구,5.7,3.4,0.3,2.9,NA,1.7,0
20160130,417,서울특별시,금천구,5.2,3,-1.3,1.5,NA,1.1,0
20160131,417,서울특별시,금천구,0.3,3.2,-5.7,-3,NA,1.4,0
20160201,417,서울특별시,금천구,-1,3.6,-7.6,-5.2,NA,1.6,0
20160202,417,서울특별시,금천구,0,3.2,-8.5,-4.4,NA,1,0
20160203,417,서울특별시,금천구,3.9,2.8,-6.4,-1.6,NA,0.5,0
20160204,417,서울특별시,금천구,5,3,-3.2,0.1,NA,1.2,0
20160205,417,서울특별시,금천구,3.1,2.9,-5.1,-1.1,NA,1.1,0
20160206,417,서울특별시,금천구,1.2,3.2,-4.7,-2.6,NA,1.5,0
20160207,417,서울특별시,금천구,1.7,3.1,-6.9,-2.2,NA,0.7,0
20160208,417,서울특별시,금천구,6.2,5.8,-2.2,2.3,NA,2.2,0
20160209,417,서울특별시,금천구,5.8,4.4,-1.6,1.3,NA,1.2,0
20160210,417,서울특별시,금천구,10.5,1.2,-2.5,3.6,NA,0,0
20160211,417,서울특별시,금천구,14.5,5.2,2.6,9.3,NA,1.2,0.5
20160212,417,서울특별시,금천구,11.7,3.9,7.8,9.7,NA,1,13
20160213,417,서울특별시,금천구,16.7,5.7,5.4,11.8,NA,1.6,21
20160214,417,서울특별시,금천구,5.5,4.7,-6.8,-2.2,NA,2.3,1.5
20160215,417,서울특별시,금천구,-1.8,3.7,-10.2,-5.7,NA,1.7,0
20160216,417,서울특별시,금천구,2.4,4.6,-5.7,-1.3,NA,1.8,0.5
20160217,417,서울특별시,금천구,5.3,3.6,-2.9,1,NA,1.8,0
20160218,417,서울특별시,금천구,8.1,6.3,0.5,4.4,NA,3.2,0
20160219,417,서울특별시,금천구,5.5,2.6,1.1,3.6,NA,1.2,0
20160220,417,서울특별시,금천구,6.3,4.3,-0.8,2.5,NA,2,0
20160221,417,서울특별시,금천구,3.9,3.7,-3,0.1,NA,1.8,0
20160222,417,서울특별시,금천구,3,3.4,-1.4,1,NA,1.3,0
20160223,417,서울특별시,금천구,4.4,4.4,-4.3,0.6,NA,2.2,0
20160224,417,서울특별시,금천구,1.2,3.7,-5,-2.2,NA,1.9,0
20160225,417,서울특별시,금천구,5.2,5.1,-4,1,NA,2.2,0
20160226,417,서울특별시,금천구,6.6,3.4,-1,2.9,NA,1.7,0
20160227,417,서울특별시,금천구,7.3,3.5,1.5,3.7,NA,1.4,0
20160228,417,서울특별시,금천구,6.3,4.3,-1.8,1.5,NA,1.6,3.5
20160229,417,서울특별시,금천구,-0.9,4.8,-4,-2.9,NA,2.5,0
20160301,417,서울특별시,금천구,1.5,3.8,-5,-1.8,NA,1.3,0
20160302,417,서울특별시,금천구,8.2,5.5,-1.1,3.7,NA,2.2,0
20160303,417,서울특별시,금천구,13.1,3.8,4.8,8.3,NA,1.8,0
20160304,417,서울특별시,금천구,19.5,4,7,13.1,NA,1.6,1
20160305,417,서울특별시,금천구,15,6.1,8.2,12.2,NA,2.5,36.5
20160306,417,서울특별시,금천구,13.1,3.4,5.2,8.5,NA,1.6,0
20160307,417,서울특별시,금천구,12,3.3,7,9.1,NA,0.9,0
20160308,417,서울특별시,금천구,7.5,3.4,-0.8,3.5,NA,1.9,0
20160309,417,서울특별시,금천구,4.3,4.1,-2.7,0.2,NA,2.7,0
20160310,417,서울특별시,금천구,3,4.2,-2.8,-0.3,NA,2.4,0
20160311,417,서울특별시,금천구,4.2,3.8,-3.6,0.2,NA,1.5,0
20160312,417,서울특별시,금천구,6.8,4.2,-1.6,2.8,NA,1.8,0
20160313,417,서울특별시,금천구,7.1,2.3,2.2,3.8,NA,0.8,0
20160314,417,서울특별시,금천구,9.1,3,2.5,5,NA,1.1,0
20160315,417,서울특별시,금천구,12.3,2.9,0.9,5.9,NA,0.5,0
20160316,417,서울특별시,금천구,13.1,3,2.9,7.9,NA,0.6,0
20160317,417,서울특별시,금천구,14.8,1.4,2.2,9.7,NA,0.1,0
20160318,417,서울특별시,금천구,19.4,2.1,9.8,13.3,NA,0.3,0
20160319,417,서울특별시,금천구,16.8,3.1,7,11.1,NA,0.9,0
20160320,417,서울특별시,금천구,15.6,2.8,4.3,9.7,NA,0.7,0
20160321,417,서울특별시,금천구,15.4,3.3,4.6,9.2,NA,1.1,0
20160322,417,서울특별시,금천구,12.9,3.5,3,7.4,NA,1.7,0
20160323,417,서울특별시,금천구,12.7,4.4,5.6,8.3,NA,1.7,0
20160324,417,서울특별시,금천구,12.4,3.5,2.9,6.8,NA,1,0
20160325,417,서울특별시,금천구,11.4,4,2.3,6.3,NA,1.4,0
20160326,417,서울특별시,금천구,11.9,3.7,2,6.3,NA,1.3,0
20160327,417,서울특별시,금천구,12.5,3.8,1.7,6.7,NA,1.6,0
20160328,417,서울특별시,금천구,16,3,3.4,9.6,NA,0.9,0
20160329,417,서울특별시,금천구,16.3,5.7,7.9,11.3,NA,3.4,0
20160330,417,서울특별시,금천구,17.1,3.9,6.3,10.9,NA,1.2,0
20160331,417,서울특별시,금천구,20.9,2.9,7.5,14.4,NA,0.5,0
20160401,417,서울특별시,금천구,22.8,2.6,9.3,15.9,NA,0.4,0
20160402,417,서울특별시,금천구,20.9,4,10.7,15.2,NA,1.2,0
20160403,417,서울특별시,금천구,12.5,4.2,8.8,10.5,NA,1.1,2
20160404,417,서울특별시,금천구,18.9,3.6,7.2,12.4,NA,1.4,0
20160405,417,서울특별시,금천구,17.2,3.5,6.1,11,NA,1.9,0
20160406,417,서울특별시,금천구,23,4.3,7.6,14.5,NA,0.8,4
20160407,417,서울특별시,금천구,20.7,3.8,10.2,13.8,NA,1.8,7.5
20160408,417,서울특별시,금천구,18.3,4.8,6.7,10.1,NA,2.3,0
20160409,417,서울특별시,금천구,14.3,2.6,7,10.4,NA,1,0
20160410,417,서울특별시,금천구,19.9,3.6,9.1,12.7,NA,1.1,0
20160411,417,서울특별시,금천구,19.1,4.8,6.6,12.6,NA,1.3,0
20160412,417,서울특별시,금천구,18.9,3.3,10.9,14.6,NA,1.1,0
20160413,417,서울특별시,금천구,21.7,2.5,12,15.5,NA,0.2,1.5
20160414,417,서울특별시,금천구,16,3.1,8.4,11.1,NA,1,0
20160415,417,서울특별시,금천구,22.6,3.9,7.8,14.9,NA,0.9,0
20160416,417,서울특별시,금천구,21.4,6.9,11.5,15.5,NA,2,24
20160417,417,서울특별시,금천구,14.8,6.5,8.1,10.2,NA,3.5,18
20160418,417,서울특별시,금천구,18.1,7.1,7.4,10.9,NA,2.5,1.5
20160419,417,서울특별시,금천구,19.5,3.4,6.7,12.1,NA,1,0
20160420,417,서울특별시,금천구,19.4,4.5,11.5,15.1,NA,1.7,0.5
20160422,417,서울특별시,금천구,19.9,4.2,11,13.7,NA,2.2,0
20160423,417,서울특별시,금천구,19.7,3,9.5,14.2,NA,1.4,0
20160424,417,서울특별시,금천구,23.5,3.4,8.9,15.8,NA,1.5,0
20160425,417,서울특별시,금천구,25.4,3.1,11.4,17.8,NA,1.3,0
20160426,417,서울특별시,금천구,30,3.7,13.1,21.7,NA,1.7,0
20160427,417,서울특별시,금천구,20.6,5,15.9,17.6,NA,2.8,0
20160428,417,서울특별시,금천구,22,3.5,14,17,NA,1.8,0
20160429,417,서울특별시,금천구,21.1,4.7,11.7,15.7,NA,2.2,0
20160430,417,서울특별시,금천구,21.7,5.4,11.5,16.6,NA,3.2,0
20160501,417,서울특별시,금천구,25.7,5.4,15.1,19.6,NA,2.5,0
20160502,417,서울특별시,금천구,27.6,4.8,17.2,21,NA,2.2,17
20160503,417,서울특별시,금천구,19.1,8.6,8.9,13.4,NA,5.2,31
20160504,417,서울특별시,금천구,20.4,6.6,10.5,15.8,NA,3.6,0
20160505,417,서울특별시,금천구,26.5,4.1,9.8,19.1,NA,1.7,0.5
20160506,417,서울특별시,금천구,19.9,4.3,13.1,16.3,NA,2,7
20160507,417,서울특별시,금천구,21.5,3.9,10.6,16.2,NA,2.2,0
20160508,417,서울특별시,금천구,26.3,4.4,12.5,19.2,NA,1.7,0
20160509,417,서울특별시,금천구,25.5,3.9,16.6,20.5,NA,1.7,0
20160510,417,서울특별시,금천구,19,3.7,13.8,15.3,NA,2.2,14.5
20160511,417,서울특별시,금천구,22.7,3.8,12.5,16.8,NA,1.8,0
20160512,417,서울특별시,금천구,23.6,5.7,13,17.5,NA,2.5,0
20160513,417,서울특별시,금천구,25.6,4.1,11.8,18,NA,2,0
20160514,417,서울특별시,금천구,27.1,4.2,16.6,20.5,NA,2,0
20160515,417,서울특별시,금천구,24.1,5.9,12.8,17.5,NA,2.5,43
20160516,417,서울특별시,금천구,21.7,4.3,11.9,15.9,NA,2.4,2.5
20160517,417,서울특별시,금천구,26.6,3.1,12.1,19.5,NA,1.4,0
20160518,417,서울특별시,금천구,29.5,2.8,14.5,23,NA,1.3,0
20160519,417,서울특별시,금천구,32.1,3.5,17.8,25.1,NA,1.4,0
20160520,417,서울특별시,금천구,32.2,3.5,18.2,24.9,NA,1.3,0
20160521,417,서울특별시,금천구,30.1,4.2,20.3,25.2,NA,2,0
20160522,417,서울특별시,금천구,31.4,3.6,19.8,25.4,NA,1.4,0
20160523,417,서울특별시,금천구,28.5,4.4,19.6,23.5,NA,1.5,0
20160524,417,서울특별시,금천구,22,4.8,15,16.3,NA,2.4,38.5
20160525,417,서울특별시,금천구,23.4,3.9,15.2,19.4,NA,2.2,0
20160526,417,서울특별시,금천구,23.1,3.3,17.4,19.3,NA,1.7,0
20160527,417,서울특별시,금천구,26.8,2.8,15.7,21,NA,1.3,0
20160528,417,서울특별시,금천구,26.6,3.3,16.4,21.2,NA,1.8,0
20160529,417,서울특별시,금천구,27.2,3.5,17.1,21,NA,1.7,0
20160530,417,서울특별시,금천구,28.7,4,16.9,21.7,NA,2,0
20160531,417,서울특별시,금천구,26.6,3.6,17.5,21,NA,2.1,0
20160601,417,서울특별시,금천구,29.4,4.4,17.7,23.7,NA,2,0
20160602,417,서울특별시,금천구,28.5,3.5,19.7,23.5,NA,1.7,0
20160603,417,서울특별시,금천구,27.4,3.3,17.6,22.3,NA,1.9,0
20160604,417,서울특별시,금천구,25.8,3.6,19.2,21.6,NA,1.5,0
20160605,417,서울특별시,금천구,31.3,3,18.4,24.7,NA,1.3,0
20160606,417,서울특별시,금천구,27.1,5,21.4,23.1,NA,2.2,0
20160607,417,서울특별시,금천구,26.5,3.4,18.5,21.6,NA,1.7,0
20160608,417,서울특별시,금천구,25.9,3.4,16.9,20.7,NA,1.9,0
20160609,417,서울특별시,금천구,29.7,3.4,17.6,23.5,NA,1.4,0
20160610,417,서울특별시,금천구,29.7,3.3,19.8,23.8,NA,1.7,0
20160611,417,서울특별시,금천구,26.8,3,21,22.9,NA,1.6,12.5
20160612,417,서울특별시,금천구,25.9,3.3,19.1,22.7,NA,1.7,0.5
20160613,417,서울특별시,금천구,28.3,3.2,17.8,22.2,NA,1.6,0
20160614,417,서울특별시,금천구,28,3.6,19.5,23.3,NA,1.8,0
20160615,417,서울특별시,금천구,24.6,5.3,16.8,20.5,NA,2.6,23.5
20160616,417,서울특별시,금천구,23.2,4.2,18.6,20.7,NA,2.2,0
20160617,417,서울특별시,금천구,28.4,4.1,18.1,23.3,NA,2.4,0
20160618,417,서울특별시,금천구,28.4,3.6,20.9,24.2,NA,1.6,0
20160619,417,서울특별시,금천구,28.9,3.6,21.5,24.1,NA,1.6,0
20160620,417,서울특별시,금천구,30.5,2.9,20.4,25.3,NA,1.5,0
20160621,417,서울특별시,금천구,30,3.3,22,26,NA,1.3,0
20160622,417,서울특별시,금천구,30,4.7,22.2,24.8,NA,1.8,8
20160623,417,서울특별시,금천구,29.9,3.4,20.9,24.9,NA,1.5,0.5
20160624,417,서울특별시,금천구,25.3,3.4,20.3,23.1,NA,1.7,3
20160625,417,서울특별시,금천구,27.1,4.6,19.1,22.4,NA,2.7,0
20160626,417,서울특별시,금천구,30.2,3.7,19.5,23.9,NA,2.4,0
20160627,417,서울특별시,금천구,29.4,2.8,20.9,24.7,NA,1.4,0
20160628,417,서울특별시,금천구,29.3,3.3,19.7,24.5,NA,1.7,0
20160629,417,서울특별시,금천구,29.7,4.1,22.3,25,NA,2,0
20160630,417,서울특별시,금천구,27,4.1,22,24,NA,2,0.5
20160701,417,서울특별시,금천구,27.6,5.2,22.3,24.1,NA,2.5,102.5
20160702,417,서울특별시,금천구,26.9,4.2,20.9,23.5,NA,1.9,3.5
20160703,417,서울특별시,금천구,26.5,2.8,21,23.3,NA,1.5,0
20160704,417,서울특별시,금천구,23.6,4.7,20.6,21.7,NA,2.6,33
20160705,417,서울특별시,금천구,26,5.6,21.1,23.8,NA,2.8,103
20160706,417,서울특별시,금천구,26.2,3.2,20.5,22.7,NA,1.8,0
20160707,417,서울특별시,금천구,28.1,3.5,20.2,24,NA,1.2,1.5
20160708,417,서울특별시,금천구,33.3,3,22.3,27.9,NA,1.4,0
20160709,417,서울특별시,금천구,33.8,3,24.4,28.4,NA,1.4,0
20160710,417,서울특별시,금천구,32.6,3.2,23.1,27.4,NA,1.7,0
20160711,417,서울특별시,금천구,34.4,3.8,24.7,28.8,NA,1.5,0
20160712,417,서울특별시,금천구,30.3,3.5,21.7,26.1,NA,1.8,8
20160713,417,서울특별시,금천구,28.7,3.3,23.6,25.8,NA,1.7,0
20160714,417,서울특별시,금천구,32.5,3.1,23.7,27.1,NA,1.7,0
20160715,417,서울특별시,금천구,28.8,4.3,23.1,26.4,NA,2.1,2
20160716,417,서울특별시,금천구,23.5,5.7,19.6,21.1,NA,3.1,39
20160717,417,서울특별시,금천구,23.2,4.8,20.3,21.4,NA,2.4,2
20160718,417,서울특별시,금천구,28.3,2.9,20.3,24,NA,1.5,0
20160719,417,서울특별시,금천구,33,2.6,21.7,27.6,NA,1.3,0
20160720,417,서울특별시,금천구,33.3,3.4,24.3,28.9,NA,1.7,0
20160721,417,서울특별시,금천구,32,3.4,25.2,28.4,NA,1.8,0
20160722,417,서울특별시,금천구,34.1,3.9,26,29.4,NA,1.8,0
20160723,417,서울특별시,금천구,31.8,4.3,27.3,29,NA,2.1,0
20160724,417,서울특별시,금천구,30.5,3.6,26.8,28.3,NA,1.7,3
20160725,417,서울특별시,금천구,32.5,3.2,25.8,28.2,NA,1.7,0
20160726,417,서울특별시,금천구,31.5,4.2,25.8,28.3,NA,2.1,0
20160727,417,서울특별시,금천구,29.2,6,26.5,27.4,NA,3.1,0.5
20160728,417,서울특별시,금천구,30.5,4.6,25.8,27.6,NA,2.2,0
20160729,417,서울특별시,금천구,29.1,4.3,23.6,26.4,NA,1.8,49
20160730,417,서울특별시,금천구,32.5,3.6,26.2,28.6,NA,1.7,5
20160731,417,서울특별시,금천구,32.8,3.6,26.8,29.3,NA,1.6,0
20160801,417,서울특별시,금천구,31.3,3.2,26,28.4,NA,1.4,0
20160802,417,서울특별시,금천구,31.1,4.4,23.9,27.4,NA,1.2,3
20160803,417,서울특별시,금천구,33.4,3,25.3,29.2,NA,1.2,0
20160804,417,서울특별시,금천구,36.6,2.9,26.2,30.6,NA,1.3,0
20160805,417,서울특별시,금천구,36.7,2.8,27.2,31,NA,1.4,0
20160806,417,서울특별시,금천구,34.9,2.6,27.6,30.8,NA,1.4,0
20160807,417,서울특별시,금천구,35,3.2,27.2,30.6,NA,1.7,0
20160808,417,서울특별시,금천구,35.7,3.1,27,31,NA,1.6,0
20160809,417,서울특별시,금천구,34.2,4.3,26.9,29.5,NA,1.9,10
20160810,417,서울특별시,금천구,33.3,3.8,25.5,29.2,NA,1.8,0
20160811,417,서울특별시,금천구,37.1,3.9,25.8,30.5,NA,1.4,0
20160812,417,서울특별시,금천구,34.8,3.4,26.6,29.8,NA,1.8,0
20160813,417,서울특별시,금천구,34.2,3.4,27,29.9,NA,1.9,0
20160814,417,서울특별시,금천구,33.2,3.1,27.6,29.5,NA,1.7,0
20160815,417,서울특별시,금천구,33.7,3.6,26.8,29.5,NA,1.5,0
20160816,417,서울특별시,금천구,35,3.6,26.1,29.8,NA,1.7,0
20160817,417,서울특별시,금천구,34.2,3.2,26.4,30.4,NA,1.5,0
20160818,417,서울특별시,금천구,34.5,2.8,27.3,30.4,NA,1.5,0
20160819,417,서울특별시,금천구,33.4,3.1,27.8,30.2,NA,1.5,0
20160820,417,서울특별시,금천구,35.4,3,28.3,31.3,NA,1.6,0
20160821,417,서울특별시,금천구,36.3,3.9,28.5,31.3,NA,1.6,0
20160822,417,서울특별시,금천구,35,3.3,27.3,31,NA,1.6,0
20160823,417,서울특별시,금천구,32.6,3.9,27.1,29.1,NA,1.9,0
20160824,417,서울특별시,금천구,33.9,2.8,26.9,29.6,NA,1.7,0
20160825,417,서울특별시,금천구,33.4,3.6,25,28.1,NA,1.7,1.5
20160826,417,서울특별시,금천구,27.6,6.3,20.6,23.4,NA,2.7,18
20160827,417,서울특별시,금천구,28.8,4.8,19,23.9,NA,2.3,0
20160828,417,서울특별시,금천구,24.6,4.9,19.9,21.9,NA,2.7,0
20160829,417,서울특별시,금천구,27.1,3.8,19.2,23,NA,2.3,0
20160830,417,서울특별시,금천구,24.4,4.4,19.9,21.5,NA,2.3,0
20160831,417,서울특별시,금천구,21,4.1,16.6,18.7,NA,2.2,33.5
20160901,417,서울특별시,금천구,28.8,7.3,17.4,24.2,NA,2.9,0
20160902,417,서울특별시,금천구,29.1,8.1,19.9,24.3,NA,2.4,9.5
20160903,417,서울특별시,금천구,28.9,4.2,21.4,24.5,NA,1.7,0
20160904,417,서울특별시,금천구,29.9,2.9,22.8,26.3,NA,1.3,0
20160905,417,서울특별시,금천구,31.3,2.7,24,27,NA,1.3,0
20160906,417,서울특별시,금천구,28.7,3.1,21.4,24.7,NA,1.8,0
20160907,417,서울특별시,금천구,27.7,2.7,21.9,24.5,NA,1.5,0
20160908,417,서울특별시,금천구,26,2.8,20.1,23.4,NA,1.2,19
20160909,417,서울특별시,금천구,28.6,3.9,21.1,23.6,NA,1.2,3.5
20160910,417,서울특별시,금천구,29.2,2.7,20.8,24.4,NA,1.1,0
20160911,417,서울특별시,금천구,27.9,3.6,22.7,25,NA,1.5,0
20160912,417,서울특별시,금천구,29.1,3.4,22.6,24.8,NA,1.6,0.5
20160913,417,서울특별시,금천구,31.3,2.8,21.1,25.4,NA,1.5,0
20160914,417,서울특별시,금천구,28.5,3,21.8,24.8,NA,1.4,2.5
20160915,417,서울특별시,금천구,29.4,2.4,20.1,24.5,NA,1.2,0
20160916,417,서울특별시,금천구,29.1,2.6,21.8,24.6,NA,1.4,0
20160917,417,서울특별시,금천구,27.4,5.2,18.7,23,NA,2.6,11
20160918,417,서울특별시,금천구,27.4,5.1,21.8,23.8,NA,2.6,0
20160919,417,서울특별시,금천구,27.4,4.6,19.5,22.4,NA,2.8,0
20160920,417,서울특별시,금천구,26.2,4.5,17.6,21.1,NA,2.7,0
20160921,417,서울특별시,금천구,24.6,4.1,16.4,20.6,NA,1.9,0
20160922,417,서울특별시,금천구,26.5,2.9,18.7,22.1,NA,1.6,0
20160923,417,서울특별시,금천구,27.3,2.5,17.6,21.9,NA,1.1,0
20160924,417,서울특별시,금천구,27.8,2.7,18.4,22.6,NA,1.2,0
20160925,417,서울특별시,금천구,29.1,2.6,19.7,23.5,NA,1.1,0
20160926,417,서울특별시,금천구,28.2,3.3,21.1,24.1,NA,1.2,0
20160927,417,서울특별시,금천구,24.3,3.3,19,21.4,NA,1.1,16
20160928,417,서울특별시,금천구,22.5,2.5,19.3,20.6,NA,1,0.5
20160929,417,서울특별시,금천구,23.8,4.2,18.5,20.5,NA,2.3,0
20160930,417,서울특별시,금천구,23.9,2.5,17.7,20.7,NA,1.2,0
20161001,417,서울특별시,금천구,25.1,2.3,18.9,21.3,NA,1.1,0
20161002,417,서울특별시,금천구,22.9,5.8,17.3,20.2,NA,2.3,18
20161003,417,서울특별시,금천구,27.9,5.6,20,23.5,NA,2,7
20161004,417,서울특별시,금천구,28.6,3.6,17.7,22.8,NA,1.9,0
20161005,417,서울특별시,금천구,26.6,4.2,18.8,21.5,NA,2.4,0
20161006,417,서울특별시,금천구,23.7,3.1,15,18.9,NA,1.7,0
20161007,417,서울특별시,금천구,24.4,4.8,16.8,19.8,NA,2.8,1
20161008,417,서울특별시,금천구,21.7,5,10.8,17.1,NA,2.3,5
20161009,417,서울특별시,금천구,16.3,5.1,8.6,11.9,NA,2.5,0
20161010,417,서울특별시,금천구,20.5,3.6,10.1,14.4,NA,1.6,0
20161011,417,서울특별시,금천구,20.5,2.7,12.3,16,NA,1.2,0
20161012,417,서울특별시,금천구,20.5,3,13,16.1,NA,1.5,0
20161013,417,서울특별시,금천구,21.1,2.5,11.2,15.7,NA,1.2,0
20161014,417,서울특별시,금천구,23.3,2.1,12.2,17.7,NA,1,0
20161015,417,서울특별시,금천구,25.9,2.5,14.4,19.7,NA,1,0
20161016,417,서울특별시,금천구,19.9,3.3,16.1,18,NA,1.1,1.5
20161017,417,서울특별시,금천구,22,3.4,15.4,18,NA,1.2,0
20161018,417,서울특별시,금천구,23.1,2.4,12.3,17,NA,1,0
20161019,417,서울특별시,금천구,23.7,2.5,15.1,18,NA,1,0
20161020,417,서울특별시,금천구,24.5,3.7,13.5,18.8,NA,1.5,0
20161021,417,서울특별시,금천구,20.6,3.8,16.8,18.2,NA,2.2,0
20161022,417,서울특별시,금천구,21.7,3.4,15.7,18.6,NA,1.6,0
20161023,417,서울특별시,금천구,18.9,4.8,11.2,13.9,NA,2.8,3
20161024,417,서울특별시,금천구,19.6,3.8,10.5,15.4,NA,1.9,0
20161025,417,서울특별시,금천구,18.5,5.9,13,14.8,NA,2.2,32
20161026,417,서울특별시,금천구,17.2,3.1,11.6,14.4,NA,1.2,0
20161027,417,서울특별시,금천구,19.7,3.4,11.1,15.6,NA,1.5,0
20161028,417,서울특별시,금천구,18.8,4,10.6,15.1,NA,1.9,0
20161029,417,서울특별시,금천구,11.6,4.1,5.9,8.5,NA,2.4,0
20161030,417,서울특별시,금천구,14.3,2,3.5,8.7,NA,1.2,0
20161031,417,서울특별시,금천구,9.6,4.1,2.1,7,NA,1.7,0.5
20161101,417,서울특별시,금천구,5.8,3.5,-0.8,2.4,NA,2.1,0
20161102,417,서울특별시,금천구,10.4,2.9,-0.3,5.2,NA,1.3,0
20161103,417,서울특별시,금천구,14.1,3.1,5.9,10.1,NA,1.5,0
